,PC1,PC2,PC3,PC4,PC5,PC6,PC7
0,1.0368727484828486,-0.4086735747277754,0.16284065912131673,-0.04407788211439894,0.21650092991769582,0.001993755049735428,0.05913589350416018
1,-3.6698265612502206,-0.06768811582379644,-0.3040488111247754,-0.014325951595663588,-0.26578331483506423,-0.03534263004245515,-0.01863224992092266
2,1.0913782374799352,-0.3264845817081944,0.18163019654137078,0.354058141283596,-0.28110273433357347,0.1356989938421457,0.15247296968931914
3,6.140309985684756,0.9673177186042462,0.07371377685899581,0.11235174264132272,0.017647268280423845,-0.1365511883539266,-0.03895211283034898
4,3.0111986411188583,-0.2274413645504413,0.17188867947953296,0.36680452278990583,0.04089527864165117,0.018871415651595048,-0.22250149440979272
5,2.702636272432782,0.7138813610795715,-0.3155020240752669,0.08063340385671207,-0.4457783558706452,0.43091201879759244,0.1230397237271185
6,-1.8510494481924202,0.4127624094558661,0.49042807325039833,-0.37520369090528327,-0.1034492439548521,0.10322814212281466,-0.05863553967133402
7,-3.2045559586398418,-0.13657880893917115,-0.3077945467602077,0.116349507784073,-0.009748199187823868,-0.10269431454065084,-0.11834485290204012
8,0.9992166087004928,0.29798948490969807,-0.35503766477900706,0.13474578192679262,-0.1026579097270575,0.12247513113969362,-0.16604755915671449
9,-5.075406982917475,0.27969269391355556,0.40272741337730794,-0.23355577842666303,-0.14087539176667147,-0.03142976372861911,0.026476630524720778
10,-1.3228588209490713,0.18359471900966157,-0.08592421687222164,-0.37345268280915467,-0.02936630976115462,-0.1506360111951876,-0.14409806313508097
11,0.12255681855442815,-0.07323924679003674,-0.6834993433245297,0.35062768814651624,0.050070285394790394,-0.015085022179733442,-0.06848260152256036
12,0.10093075750841113,0.2327541530900509,0.15955677092626763,0.05620348158717618,0.04404850411770512,0.18478718364294175,-0.0063217888884060415
13,-2.3990924435262384,-0.9324148911573031,0.3225906017310682,-0.0689219384277689,-0.2466832652567112,0.09948379516761317,-0.09744118795558315
14,-1.302388975408637,0.22443987573003735,0.006469029538455585,-0.0179343563581633,-0.24479254288248464,0.11148148804618865,-0.05285992137518514
15,0.18767008749302724,0.6348984416945066,0.469078403606634,0.2084531918698436,-0.05865484648936855,-0.3220284154113943,0.016577752425146402
16,-1.3291000438889742,0.7921426062060777,-0.3057298850930778,-0.09330381237789323,-0.44276021795450715,0.15037384467985396,0.0037786726940833236
17,3.9614466110428754,0.4444526738441119,-0.5722611691561772,-0.11597581017284903,0.0669109973891374,-0.20497242142190106,-0.2612130293571252
18,11.04273959119093,0.7761420382390842,-0.307072935623677,0.6723005018969462,0.27952543963995713,0.02127732772244637,0.4756241986677138
19,-3.382523746895083,1.496902104839212,-0.05050521108954724,-0.5492268057709951,-0.5410488486510645,0.15843330438378928,0.025861432455275613
20,5.596486313469619,-0.6485004168492108,0.2760018150169026,0.3113690681908741,0.3526952540995295,-0.04056671888982712,0.2800702706234429
21,-0.4879081340838925,0.20423483139656698,0.9484003072114472,-0.20343997906630848,-0.38974670332324374,0.025118861841792937,-0.2532337556534691
22,3.561214945468263,-0.20925350272805432,0.19040988072557535,0.18775568375276344,0.26152213825903625,0.05093702269443279,0.3111960857171665
23,-3.763450953207769,-0.5895291269496704,-0.4254494056566545,-0.3702682567177017,-0.05666149616112498,0.0032326408792536124,-0.059700761895508575
24,-3.439309587855805,-0.3552324630708283,-0.002662569497676541,-0.21657365902139214,0.13480555648974327,-0.2005994622804658,-0.268658396645595
25,3.7553538388271344,-0.1630368986373343,0.4187998649986793,-0.2462604194737745,0.0905274103519903,0.1910697331565698,0.2895496905566444
26,5.9233415860158605,-0.8366411413848274,0.2217374290667877,0.03404863391825251,0.31115370973294254,-0.24952618474160027,0.045707805273209876
27,-6.799835330955856,-0.5597539923015942,-0.3495425311696134,-0.05232484573972055,0.31209416837753706,0.08350427146218009,-0.13148455970277484
28,1.390363909558323,-1.0458111268852328,0.21819439683088662,0.4383930593744531,0.12540342484978087,-0.20052620663483636,0.0066980820920919315
29,-4.835346649593301,0.48291097619282275,0.7927535961342138,-0.19445278448424394,-0.22772402758697152,0.005636667640977302,-0.24728300784530383
30,-0.5816766915805505,-0.4172668495450402,-0.3071157367869924,0.10563315598456813,-0.056002747586201405,-0.033741460968912375,0.12247144597279681
31,-2.6055292285384937,-1.2795925261869796,0.0335349607709436,0.17500348306984312,0.28661072233082047,0.004360900422495165,-0.10309248513614193
32,5.824467409341397,-0.5807538453202916,0.0032485999667239414,0.16470549743629778,0.08495425726720524,-0.00747771397964797,0.15546146920569265
33,1.1410387971937601,0.7034803217753918,-0.07142918001968401,-0.15598573714953326,-0.03856368438354898,0.07094688565678055,0.02652022448703297
34,0.4207064619841636,0.1442642817458118,0.7159430408232067,-0.1708615817774061,0.010647548751003679,0.0046231942910819855,-0.11453428528821613
35,-4.730371115055032,-0.07764878359187641,-0.19439756196888147,-0.0874842006385243,-0.04659882863669231,-0.15887327777779436,-0.04022911836934358
36,-0.03331143707954936,-0.510565785371874,-0.05950519249140493,-0.09639052330147753,-0.014956373315184972,0.08462222724424964,-0.10201660823048399
37,-2.1035955482832054,0.28357809697149167,0.2462211131290931,-0.11605375459731766,-0.0026018746165473623,-0.09649468432372098,-0.030530964919815457
38,-3.1317333351727985,-0.03726246248812942,0.10896019736130011,-0.03381083590668749,0.08526347572926296,-0.07127050313884978,-0.00036789122681215474
39,-0.4561926861474173,0.3155693464592633,0.10660255913305548,-0.2398925314649264,-0.09461696622816958,0.09912121498939,-0.08024579090646033
40,-2.423717377228623,-0.17046463285447386,-0.1958597482048936,-0.029500095169120152,-0.09925484139111716,-0.08168249969362897,0.11719015128437105
41,-0.8335801128200585,0.11570991719861325,0.4044299287783596,-0.3486551485537462,-0.006572947579994397,0.0847738930914388,0.01651684310325619
42,0.2231974229541728,0.18489428426973847,-0.6018539992280756,0.04691150332443656,0.06123118266926254,-0.12356435904953263,-0.11803282473225804
43,0.11974357583103679,0.03995067400904121,0.3969549147642348,0.03429525935865698,-0.14241338949123078,-0.034324751439033546,-0.08096319936013212
44,-4.6717923794719205,-0.17439339560372474,0.13889818125940803,0.28620862529344393,-0.4566135035313975,0.1458873589823425,-0.11661283065881735
45,3.687053671140915,0.10541934358825837,0.6135401041691626,0.013994048334984898,0.16613336866071698,0.23699806855613945,0.05002414338922226
46,0.11040916530366976,0.528392542242631,-0.18928644831940478,-0.32635166426744994,0.14200478761613977,0.10314309135665317,-0.06369331623805335
47,2.42185829808663,1.799655731339065,0.09420936965929151,0.053800801057499875,-0.5606998789909686,-0.10123761648228381,-0.014629167239297624
48,-3.7247889614773375,-0.1148130395631657,-0.2004897227938985,-0.16950561832063882,-0.05698924562667168,0.23487338797296956,-0.18611654824943483
49,-0.9401675078544842,0.3511857826781734,0.6154246330580052,0.5741178699861411,0.027857967389815372,0.01638632534172198,-0.21168202070561812
50,-0.024317274425637816,0.40221881322565894,-0.30013948473697366,-0.08341071955852815,-0.0468340859526854,0.13933784887008238,0.18869943348696133
