,ETF_PC1,ETF_PC2,ETF_PC3,ETF_PC4,ETF_PC5,ETF_PC6,ETF_PC7,ETF_PC8,ETF_PC9,ETF_PC10,Active_PC1,Active_PC2,Active_PC3,Active_PC4
0,5.576886760305495,-1.7072170576138297,4.087235246562874,2.4336431485355674,1.7108707127616678,-0.4073502513619466,-0.5122467308215014,-1.8797533815270695,-0.7135020369534019,0.8995956193468407,3.140956413743746,2.3287716515103978,-1.0121980256446632,0.785383212211255
1,-21.051375429732072,-7.371019909061263,2.5137586613960337,-1.8301026121318296,1.8536051908109858,-0.347533567343935,1.1943042957795875,-1.8247267760352954,3.915210962489719,-2.473937049634256,-7.7384086802797505,-1.6966475797671547,-3.9830353168532,-1.4828507814215863
2,9.202469850920089,-2.604336953742942,-4.61928314825644,0.8900120627151163,-3.6809387803335527,-1.419920614797058,2.271128594650245,-0.15174218383009122,-0.9875143929598508,-3.568735754805851,3.774623268221017,-3.0371619442475573,0.8198144233184954,0.0010731226870886977
3,30.325170532141062,3.666942736216105,-3.719510353307233,-1.296887474752541,1.4651481405118767,-1.355919951750164,0.10897489921173274,-1.3900354451457893,1.4082845905549681,-0.9883712454786906,12.317423167589581,1.6637251620950373,1.4725188663572952,-1.359277736883732
4,16.29186319643596,2.512102858812374,-3.044952554261467,2.1553562619593927,-0.2575443501782073,-2.9811533610947487,1.2356745587252589,0.17207935864583299,1.1008363938145955,-1.768612164673238,6.1581720490747225,1.1142145868250355,1.2878867214309784,0.6234594722645046
5,12.035270643552197,3.5653690398476625,-3.605808178424518,-1.810766045025627,2.6635994156377096,1.5166729531414755,-0.7830764912681074,0.2743549286106936,-0.1730887555378379,0.8723860474497561,3.5407969165283566,0.8717499990864662,-0.09441975554651333,-2.265513791846687
6,-11.088570775224422,1.5330088916166833,5.352757604646447,-0.5415779961450526,2.7245123397904973,2.9990469771546175,-2.6549123739364644,2.929359737851747,-1.5062958768633103,0.6526931195134253,-4.088629028133797,1.8160488990899828,-1.1139288758514891,0.06308890126311544
7,-19.133413317193664,1.6207677110797012,0.15946112973170545,-4.240874853409326,0.7478681744490406,-2.748683960394586,-1.3051373734885952,2.5659912115393606,-0.30368931869407834,1.0796908241509642,-8.374949766043857,-0.13952318951847403,1.006044747241594,2.114337321029634
8,4.591577989972147,-6.0435469327906475,-5.0208994987829785,0.030734099003715303,0.3141326376613009,-1.0564913038852626,0.8461037176217518,-0.8268554603329594,0.525091720608325,-0.16775676034145268,2.409219292845824,-1.3704273097467732,0.2883391121320777,-2.280311954821839
9,-25.44817143735724,-0.7853366342301553,-0.09879746698164621,1.2393604886492717,0.05043068866934962,0.24368542577915098,0.01319384626295251,2.3018876720425197,2.472834730090395,-1.6845103297463173,-9.962963047879347,-1.1407002299531486,-1.017688795618993,0.3300930996012287
10,-7.274428933223722,-0.3408268716011374,-1.714831051137669,1.9474467993663114,-1.6134334211886883,-0.7028728574734675,1.3938053000564101,-0.5727119327928073,1.2209216454534157,0.8151738700151787,-2.5175456633185864,0.5772180407894435,-0.40230520659418173,-0.28337203646576714
11,-0.22968515111779758,-0.29605855667079434,-2.800718096926202,-0.07157408736169843,1.0398210313225102,-2.4276575826705042,-0.4011522115899307,2.079936790829169,-1.99660373053404,-0.020011265902465398,-0.7543421174497859,-1.0606355129446026,1.966868383921118,0.5947643618455771
