,ETF_PC1,ETF_PC2,ETF_PC3,ETF_PC4,ETF_PC5,ETF_PC6,Active_PC1,Active_PC2
0,1.2449874217970398,-0.26642504945194556,0.12980451625838885,0.23196971228230892,0.0786783781692998,0.07105166036027591,0.8135509919267865,-0.13623704274736312
1,-3.752750495272908,-0.18089682179679417,0.05054635282245638,-0.14894172937987532,-0.1589521054551311,0.056521014334471854,-2.0263453986478703,-0.09673094488753335
2,1.1063445949579485,0.3103408998239248,-0.25408126849031404,0.031100458627359686,0.127459470632199,0.08723839020414054,0.6297631119885349,-0.21996992239878044
3,5.616448081677151,0.8842683709232372,0.20405227479151358,-0.23375150355552007,-0.052340884612745484,-0.0031178938228074164,3.003822718030554,0.2233262451878539
4,3.028658931703692,-0.004042321805731572,0.1311213263596384,0.01296252148929865,-0.08640137600402835,-0.16598049996906653,1.430569837082676,-0.10780481743342894
5,2.4211652297512853,0.7225527332621167,-0.236595779678726,0.43256145557988934,0.03263634152114492,0.028740846885989744,0.9726179321317573,0.28805980777195167
6,-1.600366345241979,0.5564664517267064,0.20247446685630655,0.3198286167836961,-0.07826814155535763,-0.026787426408813927,-0.5366772116523078,0.3227191494103869
7,-3.132329634829225,0.0533628407102248,0.1355664788978151,-0.19089818927731134,-0.09613822277156686,-0.04189711069520568,-2.0872071403492556,0.00848349059408776
8,0.6988301368886554,-0.09249881959739038,-0.19527695451886504,-0.13999723159218305,-0.05847303108393215,-0.2249145482149652,0.3521882341720527,-0.19960298951793679
9,-4.667785856661313,-0.060083798845645436,0.23675963526173538,0.1214992695141554,-0.14350172595822802,0.10731120480122504,-2.2402855825927745,0.08821597867232678
10,-1.341536660902641,0.25979252252771634,-0.2304142235279431,-0.06955021686847598,-0.15137191751944215,-0.08822979871136588,-0.5028382800654027,0.12114007875492519
11,0.2823606849236016,0.2748289328816398,-0.356680704545144,0.05477897605921694,-0.005314782941095291,-0.04882820873616427,-0.5471350316985983,-0.27174309249776235
12,0.15964674836729453,-0.07627147560586796,0.2030526644351527,0.14184046143040638,0.06526549572261377,-0.06821086519573527,-0.07899538808600984,0.1880385409099701
13,-2.1076383672629424,-0.3636497527330815,-0.2119213891432374,0.2089578924568468,-0.09191142000463609,-0.05944232155040468,-0.7573446951700374,-0.18547127415903497
14,-1.3005924542696963,0.8362431036047002,-0.02826713554548054,0.07253104207216786,-0.02284025316899911,-0.05306290986532303,-0.80138749453467,0.17886608190749217
15,0.2723701081527829,0.7562071911759443,0.20469055586376508,-0.3492394581400087,-0.1100292208387497,0.131225102152738,0.16956007989030283,0.0542950337185583
16,-1.604097589822799,1.5316602724353678,0.1024403292394109,0.07194406720188064,-0.06881711728841133,0.031358263186836564,-1.0966384362130737,0.36654534158983965
17,3.6305271667003423,0.5695819169310478,-0.2103428807427596,-0.052676713111109066,-0.2378313729820956,-0.13460156595051273,1.8961238230814814,-0.09510058284153033
18,10.404439069766177,0.6485703482356215,0.07757368978699755,-0.13885725710353003,0.4408297888880229,0.3098323912551893,5.082897251071825,-0.10920737263493889
19,-3.9089714286558643,0.9906582394274158,0.03764138704637715,-0.1676952127883582,-0.1286042181792114,-0.03584010728729518,-1.551534678664913,0.41921236656148786
20,5.333803084913155,-1.4962709211167222,0.6514547857972723,-0.023848382080357697,0.1569961022903799,0.28519280063949914,3.101843736724781,-0.29049572865643947
21,-0.4678732117080345,0.6642499753872844,-0.42515827961466707,-0.1766344332410683,-0.12606136873141655,-0.29955836121835494,0.20162621103423176,0.5031815725862481
22,3.9828319110382493,-0.16863384352295585,-0.21663166564420352,0.4499568326653475,0.24275420383905844,0.24879647832081353,1.9052891944209551,-0.0876850560175812
23,-3.973802142466722,-0.7968536985754805,-0.10583033164136972,-0.14535263347254962,-0.060881324678074396,-0.07010634337188971,-1.7342803503116493,-0.195945087766235
24,-3.3850007861902167,-0.5465740368839036,0.1336421156194889,-0.28328387617049733,-0.17958041248758538,-0.18242541173293456,-1.6055864854468933,-0.06963391247861647
25,3.3871456938413336,0.036419805390628626,-0.08899989542675972,0.024024585534943504,0.3879035061526517,0.05717208664196949,2.64759013483206,-0.05785345401445868
26,5.747824646715737,-0.9818460902545061,0.08504054051621647,-0.043917262914383706,-0.014068882146546485,0.1305284023836616,3.631467596761358,-0.40580697233806035
27,-6.100734570058064,-0.4422693161208451,-0.14138315309037303,0.18653763815431784,0.0932341463929946,-0.1820687786399171,-3.7947773448571622,-0.1281206696608462
28,1.7296623444208328,-0.7239119568644404,-0.07761873153938834,-0.03129149818154176,-0.03188043386769449,0.10999824332202703,0.7183893158842292,-0.3255469820308718
29,-4.575159727775682,0.673225740135968,0.3358728549957652,-0.12093505097931488,-0.17299509701598623,-0.19579119222089944,-2.1345642845471455,0.35246800938538647
30,-0.6304872140542775,-0.3476666777671176,-0.3816223773909217,-0.1303567428455971,0.0792714954142592,0.07312328958474773,-0.21675244922544948,-0.41491926946969027
31,-2.087836473025874,-1.300334522998742,-0.08975999081779405,0.10169804425478052,0.04557925543376542,-0.10438185017608734,-1.3745321694169983,-0.26538961392055743
32,5.834803566564181,0.3018355920046968,-0.7093752000585166,0.17599880493315992,0.22515386286821298,0.06369320899329915,2.9783377758326215,-0.036996330814239205
33,1.1442222636951567,0.30177141825816217,-0.1380717743558901,0.2141612833851151,-0.04072593780912174,0.010129499324308329,0.667387014187123,0.0794520149793375
34,0.3515209417618845,0.12906822468308485,0.4124889637088685,-0.08249139522718067,-0.03433874643525277,-0.10681090668188392,0.753236039865599,0.16312907503050872
35,-4.516536717001692,-0.33317086801869433,-0.021300855138549134,-0.14264404012417575,-0.1484344529899777,0.04515945816404016,-2.5856137119455775,-0.0009080557822162338
36,0.18499018765214373,-0.2623028017929037,-0.38714895087516177,0.2717417672306804,-0.037202881081243096,-0.10678155639559278,-0.01558162914418348,0.05171824052100114
